,alpha,mach,alt,cl,cd,cm
0,2.0,0.45,3187.9,0.37675823662985813,0.017095807712631753,0.1254063447677608
1,3.5,0.45,3744.7,0.4939556854386484,0.022317825523376675,0.1591332120094904
2,5.0,0.45,4681.4,0.6036023500520633,0.029493687713105985,0.18808156734931666
3,6.5,0.45,4562.7,0.7027840280441456,0.03891998214408008,0.2096049492779463
4,8.0,0.45,4765.6,0.7709833649372647,0.053901285486292215,0.2091538984769966
5,0.0,0.58,3455.6,0.2208834555650604,0.01208275425262379,0.08104250379626153
6,1.5,0.58,3965.2,0.3506905990071818,0.015303659225388663,0.12064168101706989
7,3.0,0.58,5786.9,0.47441209141309704,0.020484330165243543,0.15637206988681088
8,4.5,0.58,7059.3,0.5915447471959543,0.027576639600336367,0.187492273635839
9,6.0,0.58,7047.5,0.6952316504070696,0.037297051222410144,0.20853026850463813
10,0.0,0.68,5979.0,0.22541899286684167,0.012357048607329505,0.08420495678103
11,1.5,0.68,6545.9,0.36401413107529673,0.015846350699229385,0.1273933295382016
12,3.0,0.68,7844.9,0.49681592387764995,0.021455355182759116,0.16635687966512971
13,4.5,0.68,9144.4,0.620007687653561,0.029645331397847054,0.19746433657979964
14,6.0,0.68,9082.3,0.7235787541736447,0.04180790497036859,0.21241907286673822
15,0.0,0.75,7516.4,0.23122675005433735,0.01267022948949227,0.08855081036396835
16,1.25,0.75,8234.4,0.3540754969459669,0.01578251629695858,0.12754511367272034
17,2.5,0.75,9378.5,0.4728889297069017,0.02059831697131157,0.16300142046127117
18,3.75,0.75,10037.9,0.5891340478318603,0.027321810450846428,0.19445321984630684
19,5.0,0.75,10346.9,0.700239146280472,0.037756787672860004,0.21660478704654587
20,0.0,0.8,8653.4,0.23685113918988931,0.013084537594606125,0.0930060389265375
21,1.25,0.8,8923.8,0.3692197291667216,0.016468755688270886,0.1361119606697802
22,2.5,0.8,11605.6,0.4913062734976943,0.022327578567007542,0.17040906629716768
23,3.75,0.8,9700.4,0.6325619320028407,0.03044212256322626,0.209854538118464
24,5.0,0.8,10198.1,0.7590294743966887,0.046021439526919644,0.2341309926512504
25,0.0,0.83,9398.0,0.24099808969186937,0.013495114460044007,0.09640747363436666
26,2.0,0.83,10707.2,0.4618540192281053,0.020638311593987314,0.166588194131183
27,4.0,0.83,10995.9,0.6995926913802711,0.038606382543123215,0.23435321692675748
28,0.0,0.86,9907.5,0.24729122847376772,0.01407523278097029,0.10156750405869669
29,1.0,0.86,11325.8,0.36326336499068895,0.01751351065437859,0.13913873958612422
30,2.0,0.86,11852.4,0.4890120682280365,0.022611904454650722,0.17939921418656998
31,3.0,0.86,10615.6,0.6281034802755432,0.03309346165359656,0.23220675775093463
32,4.0,0.86,11070.0,0.7185551026948596,0.04958445260381038,0.251014776227121
