,Sector,FlightTime,SG,Burnoff,FAF,DOW,ZFW,Dist,realDist,TOwt,AvgWind,ISADev,Year,Month,Date,LW,Category,Mach,M,tripFuel,calFuel,errFuel,calDist,errDist,initialClimbAlt,initialClimbW
0,HKG JFK,15.18333333,78700,124400,8800,176575,214602,7760,7167.85,347102,39,3,2017,1,1,223402,Long,0.802114313527131,0.774312808694814,123700,123485.528469049,-0.173380380720212,,,,
1,HKG JFK,15.26666667,79000,126100,7800,177084,217938,7760,7225.666667,351138,35,1,2017,1,1,225738,Long,0.804170585925771,0.770086210056873,125400,125359.257205468,-0.032490266772212,,,,
2,HKG JFK,15.35,78800,126200,8300,176977,217422,7760,7238.1,351222,34,1,2017,1,1,225722,Long,0.801181077608105,0.765905503329113,125500,125506.759342079,0.005385929943502,,,,
3,HKG JFK,15.2,78800,125300,9300,177035,217543,7776,7228.8,351443,36,0,2017,1,2,226843,Long,0.808047899565427,0.775058552005631,124600,125882.688635365,1.02944513271657,,,,
4,HKG JFK,15.3,78700,125500,8700,176499,215370,7776,7179.3,348770,39,0,2017,1,2,224070,Long,0.797269508904479,0.76999280983566,124700,124941.992096995,0.194059420204829,,,,
5,HKG JFK,15.2,78700,124800,10900,176629,215391,7776,7168,350391,40,0,2017,1,2,226291,Long,0.801251569290198,0.775058552005631,124100,126322.690008719,1.79104754933006,,,,
6,HKG JFK,15.43333333,78000,127100,11300,176927,213689,7760,7235.266667,351189,34,-1,2017,1,3,224989,Long,0.796543119450572,0.761769944620375,126200,125460.45003105,-0.586014238470389,,,,
7,HKG JFK,15.38333333,78500,125900,11400,176956,214664,7760,7267.733333,351164,32,-1,2017,1,3,226064,Long,0.802718029746285,0.764245903270815,125100,125452.862481275,0.282064333553533,,,,
8,HKG JFK,15.25,78500,125600,10500,176864,215975,7760,7211,351275,36,-1,2017,1,3,226475,Long,0.803415370732441,0.770927834498484,124800,125914.217233816,0.892802270685777,,,,
9,HKG JFK,15.13333333,78800,125300,7900,176087,218662,7760,7139.533333,351262,41,0,2017,1,4,226562,Long,0.80158524046188,0.776871110926748,124700,126172.772871368,1.1810528238716,,,,
10,HKG JFK,15.93333333,79100,132000,8300,176462,211782,8841,7518.533334,351282,83,8,2017,1,4,220082,Long,0.801753698711686,0.840652671461537,131200,144629.850252227,10.2361663507826,,,,
11,HKG JFK,15.83333333,79000,131100,7200,177172,213658,8841,7526.833334,351258,83,7,2017,1,4,220858,Long,0.807708083251399,0.845962056756096,130400,144924.043214043,11.1380699494199,,,,
12,HKG JFK,15.28333333,78700,126700,6900,176254,217972,7766,7276.933333,350972,32,1,2017,1,5,224872,Long,0.808993058925908,0.769841199884095,126100,124552.015097102,-1.22758517279741,,,,
13,HKG JFK,15.66666667,78900,129100,7900,176316,214974,8081,7313.333333,351074,49,1,2017,1,5,222874,Long,0.793146203209979,0.78146647616938,128200,131341.87014689,2.4507567448441,,,,
14,HKG JFK,15.58333333,78900,127400,8000,176411,213931,8081,7301.833334,348731,50,1,2017,1,5,221931,Long,0.796133758712728,0.785645441617796,126800,129966.651334758,2.49735909681195,,,,
15,HKG JFK,15.93333333,78700,131200,7400,176391,213234,8750,7523.133334,351234,77,5,2017,1,6,220634,Long,0.802244228823663,0.831999872784577,130600,143014.533087548,9.50576806090944,,,,
16,HKG JFK,15.08333333,78600,123800,9400,176629,218587,7467,7059.75,351187,27,-3,2017,1,6,227987,Long,0.795255127156335,0.75001624700222,123200,121705.453471471,-1.21310594848143,,,,
17,HKG JFK,14.96666667,78800,122400,8800,176177,219243,7489,7069.933333,349843,28,-3,2017,1,6,228043,Long,0.802610277491939,0.758089694512299,121800,121365.417971784,-0.356799694758247,,,,
18,HKG JFK,15.95,78900,131100,10200,176977,210753,8632,7499.55,351153,71,4,2017,1,7,220953,Long,0.798893710275805,0.819922100941339,130200,141077.639885588,8.35456212410744,,,,
19,HKG JFK,15.95,78800,134400,4200,176194,213497,8112,7410.2,351397,44,0,2017,1,7,217697,Long,0.789375652123896,0.770529203294271,133700,128203.945130192,-4.11073662663254,,,,
20,HKG JFK,15.8,78800,135100,4900,176665,212041,8112,7385.2,351241,46,1,2017,1,7,216941,Long,0.794181302984554,0.777844353958457,134300,126668.326186618,-5.68255682306903,,,,
21,HKG JFK,15.46666667,78800,127600,11200,176397,213237,8213,7331.4,351337,57,3,2017,1,8,224437,Long,0.805387108315518,0.804501661869126,126900,134077.432452672,5.6559751400098,,,,
22,HKG JFK,14.8,78800,121800,9800,176900,219248,7411,6819,349748,40,-2,2017,1,8,229048,Long,0.782840813290354,0.758642111899128,120700,124910.446591242,3.48835674502208,,,,
23,HKG JFK,15.41666667,78100,127900,7300,177389,216165,8651,7309.75,350765,87,2,2017,1,8,223465,Long,0.805613111621276,0.85015414819532,127300,143229.941619003,12.513701193247,,,,
24,HKG JFK,15.25,78800,126900,8100,176145,217063,8668,7143,351263,100,3,2017,1,9,225163,Long,0.795839133704317,0.861134338844441,126100,146774.646913472,16.3954376792006,,,,
25,HKG JFK,15.25,78800,125800,7000,176875,216498,8668,7143,348698,100,3,2017,1,9,223498,Long,0.795839133704317,0.861134338844441,125200,145028.065290186,15.837112851586,,,,
26,HKG JFK,15.4,78700,126600,8600,176411,214851,8710,7262.4,349251,94,3,2017,1,10,223451,Long,0.801260860240676,0.856878572573699,125800,144992.347008612,15.2562376857007,,,,
27,HKG JFK,15.28333333,78800,126700,8600,176087,216475,8710,7258.083334,351175,95,4,2017,1,10,225075,Long,0.80689746201824,0.86341963056792,126100,146069.999321073,15.8366370508112,,,,
28,HKG JFK,15.21666667,78800,127600,7600,176543,216451,8710,7233.983333,351051,97,4,2017,1,10,224051,Long,0.807741619811674,0.867202410607511,127000,145099.123437871,14.2512782975365,,,,
29,HKG JFK,14.83333333,78800,123600,12600,176391,215321,7760,7033.166667,350921,49,0,2017,1,11,227921,Long,0.805613318414363,0.79258311092655,123000,126952.908464766,3.2137467193222,,,,
30,HKG JFK,14.86666667,78800,120100,9500,176015,214227,7760,7016.666667,343127,50,0,2017,1,11,223727,Long,0.801921257052146,0.790806018394565,119400,123738.680521585,3.63373578022181,,,,
31,HKG JFK,14.96666667,78500,124200,14200,176332,213079,7760,7026.633333,350879,49,-1,2017,1,11,227279,Long,0.797694668895152,0.785522236535644,123600,127232.335739626,2.93878296086216,,,,
32,HKG JFK,15.15,78600,123500,8400,176254,214916,8051,7142,346016,60,1,2017,1,12,223316,Long,0.800980046628516,0.805117084584535,122700,129884.339180964,5.8552071564498,,,,
33,HKG JFK,14.83333333,78800,122700,9500,176543,216532,7760,6988.666667,348132,52,-1,2017,1,12,226032,Long,0.800516070707941,0.79258311092655,122100,125991.618014103,3.18723834078845,,,,
34,HKG JFK,14.86666667,78800,121900,9200,176584,216578,7760,6957.2,347078,54,-1,2017,1,12,225778,Long,0.795124926776917,0.790806018394565,121300,126352.603513024,4.16537799919567,,,,
35,HKG JFK,14.48333333,79000,121100,9500,176972,219225,7760,6862.033334,348925,62,-1,2017,1,13,228725,Long,0.80500537810882,0.811736442725501,120200,127659.886387604,6.20622827587716,,,,
36,HKG JFK,14.7,78500,121500,8700,176875,219683,7776,6864.6,349083,62,-1,2017,1,13,228383,Long,0.793436884478562,0.801421087788136,120700,129355.049567182,7.17071215176595,,,,
37,HKG JFK,14.56666667,78800,118600,9400,176194,215105,7776,6887.433333,342405,61,-1,2017,1,13,224505,Long,0.80336278609606,0.80875674973385,117900,124647.010267217,5.72265501884361,,,,
38,HKG JFK,14.9,79000,122600,9500,176462,214867,8141,7023.5,346167,75,1,2017,1,14,224367,Long,0.800906471276399,0.827776961400275,121800,132810.048562863,9.03944873798272,,,,
39,HKG JFK,14.98333333,79000,125000,9300,176087,216147,8141,7017.25,349747,75,1,2017,1,14,225447,Long,0.795743303161772,0.82317308526861,124300,134575.745265917,8.26689080122005,,,,
40,HKG JFK,15.03333333,79200,125100,7500,176332,219534,8141,7073.633334,351334,71,1,2017,1,14,227034,Long,0.799469208283918,0.820435259042054,124300,135425.424161054,8.95046191557038,,,,
41,HKG JFK,14.5,79000,122000,11000,177713,218401,7795,6968.5,350701,57,1,2017,1,15,229401,Long,0.816555646947169,0.814460386297673,121300,129479.066453784,6.74284126445497,,,,
42,HKG JFK,14.75,78800,122700,8600,176664,219235,7760,6963.5,349735,54,0,2017,1,15,227835,Long,0.802139760534909,0.797060981430636,121900,127166.352811612,4.32022379951804,,,,
43,HKG JFK,14.95,78700,124200,8800,177062,218515,8290,7049.15,350915,83,3,2017,1,15,227315,Long,0.801143002669449,0.840108128097823,123600,138939.038808666,12.410225573354,,,,
44,HKG JFK,15,78700,124100,10200,176721,215090,8341,7126,348790,81,4,2017,1,16,225290,Long,0.80717749235474,0.84245887697737,123500,137668.456039116,11.4724340397703,,,,
45,HKG JFK,15.05,79200,125900,10100,176661,215843,8341,7106.9,351143,82,4,2017,1,16,225943,Long,0.802339528787832,0.839660010276448,125200,138714.223712277,10.7941083963873,,,,
46,HKG JFK,14.96666667,78700,124500,9300,176408,214783,8341,7158.633333,347883,79,4,2017,1,16,224083,Long,0.812679895990656,0.84433517718348,123800,136737.890724457,10.4506387111934,,,,
47,HKG JFK,14.96666667,78500,123800,11000,177018,216898,7766,7062.566667,351198,47,-2,2017,1,17,227898,Long,0.801773980719442,0.786129599089666,123300,127389.668221972,3.31684365123424,,,,
48,HKG JFK,14.9,79200,123100,10900,177172,215964,7760,7029.9,349264,49,-2,2017,1,17,226864,Long,0.801636278554276,0.78903687759073,122400,126390.422914553,3.26014943999418,,,,
49,HKG JFK,15.03333333,78200,123100,9800,176574,215464,7760,7068.466667,347664,46,-2,2017,1,17,225264,Long,0.798885266371565,0.782038767985056,122400,125379.587720373,2.43430369311552,,,,
50,HKG JFK,15.26666667,79100,127100,8700,177084,216042,8709,7304.466666,351042,92,7,2017,1,18,224742,Long,0.812940523004589,0.864262990126973,126300,145893.974088399,15.5138353827388,,,,
51,HKG JFK,15.25,78700,127700,8500,176191,215837,8683,7188.5,351337,98,8,2017,1,18,224337,Long,0.800908527598135,0.862624534400817,127000,145294.151692066,14.4048438520206,,,,
52,HKG JFK,15.16666667,79100,127100,9300,176954,214970,8683,7211.833333,350770,97,8,2017,1,18,224270,Long,0.807923096872612,0.867364229454148,126500,144599.667436892,14.3080374995196,,,,
53,HKG JFK,15.2,79100,127800,7700,176927,216266,8646,7217.2,351166,94,7,2017,1,19,223966,Long,0.806751231289232,0.861774207901323,127200,143692.893381634,12.9661111490833,,,,
54,HKG JFK,15.21666667,78600,127800,9000,176316,215213,8646,7230.85,351113,93,7,2017,1,19,224213,Long,0.807391753961174,0.860830314823484,126900,143681.12272305,13.2238949748228,,,,
55,HKG JFK,15.21666667,79100,126400,10600,176168,212919,8646,7230.85,349019,93,7,2017,1,19,223519,Long,0.807391753961174,0.860830314823484,125500,143024.105689303,13.9634308281296,,,,
56,HKG JFK,15.06666667,79000,126000,10200,176900,215798,8524,7198.133333,351298,88,5,2017,1,20,225998,Long,0.81174045606727,0.857132789938087,125300,142696.991732447,13.8842711352329,,,,
57,HKG JFK,15.13333333,78700,126800,10900,176954,210849,8524,7192.266667,347749,88,6,2017,1,20,221749,Long,0.80750583216327,0.85335687494067,126000,138542.469685672,9.95434102037496,,,,
58,HKG JFK,15.1,79100,125600,11600,176502,213816,8524,7210.3,350116,87,6,2017,1,20,225416,Long,0.811317552706726,0.855240664763198,124700,142095.86695008,13.9501739776101,,,,
59,HKG JFK,15.36666667,79100,129200,7900,176499,215016,8578,7210.366666,351516,89,7,2017,1,21,222916,Long,0.797245660404421,0.845723152135591,128600,142012.030256816,10.4292614749732,,,,
60,HKG JFK,15.21666667,78900,124300,9200,176015,214633,7760,7151.333333,347433,40,1,2017,1,21,223833,Long,0.798512977492396,0.772616613813351,123600,124251.806420847,0.527351473177262,,,,
61,HKG JFK,15.18333333,78200,127000,12500,176945,212464,7760,7152.666667,350864,40,2,2017,1,21,224964,Long,0.800415230958324,0.774312808694814,125900,124964.983762447,-0.742665796309028,,,,
62,HKG JFK,15.18333333,78900,126600,12800,177028,212094,8105,7209.183334,350594,59,4,2017,1,22,224894,Long,0.806739697477037,0.808737798256632,125700,131997.471328537,5.00992150241628,,,,
63,HKG JFK,15.05,78900,126400,14900,176584,210278,8596,7211.4,350978,92,7,2017,1,22,225178,Long,0.814137145295498,0.865329990209369,125800,143779.54639566,14.2921672461527,,,,
64,HKG JFK,15.03333333,78800,127200,10300,176972,214503,8596,7167.833334,351203,95,7,2017,1,22,224803,Long,0.810115787761949,0.866289336288601,126400,143124.864982537,13.2316969798555,,,,
65,HKG JFK,14.93333333,78700,126000,8700,176316,217245,8617,7183.4,351345,96,7,2017,1,23,225945,Long,0.81731181214545,0.874220894912524,125400,145403.552883808,15.951796558061,,,,
66,HKG JFK,15.01666667,78700,126800,13800,176087,210769,8617,7190.416666,350669,95,7,2017,1,23,224569,Long,0.813570141012996,0.86936950221188,126100,143712.065597222,13.9667451207155,,,,
67,HKG JFK,15.05,78500,125700,12900,176177,213156,8617,7172.2,351156,96,7,2017,1,23,226056,Long,0.809711627906977,0.867443988556786,125100,144820.769917862,15.7640047305051,,,,
68,HKG JFK,15.15,78600,126400,12300,176254,213436,8556,7237.95,351336,87,5,2017,1,24,225736,Long,0.811740902897629,0.855618156217275,125600,143194.651616913,14.0084805867142,,,,
69,HKG JFK,15.25,78800,125500,8600,175883,216405,8180,7127.75,349805,69,3,2017,1,24,225005,Long,0.794140051135509,0.81265331007701,124800,135389.903823732,8.4854998587595,,,,
70,HKG JFK,15.1,78800,125700,9000,176816,217234,8180,7138.1,351234,69,3,2017,1,24,226234,Long,0.803193462543289,0.820726025077775,125000,135109.102041268,8.08728163301435,,,,
71,HKG JFK,14.96666667,78600,123600,9200,177253,216274,8261,7078.633333,348274,79,3,2017,1,25,225474,Long,0.803597940168319,0.836237009796515,122800,136230.338277495,10.9367575549637,,,,
72,HKG JFK,15.03333333,78800,125000,9400,176900,216987,8626,7122.666667,350587,100,4,2017,1,25,226387,Long,0.805011005322049,0.869312682041121,124200,145463.691080746,17.1205242196025,,,,
73,HKG JFK,14.98333333,78700,124600,8400,176632,217291,8626,7157.633334,349591,98,4,2017,1,25,225691,Long,0.811662516162955,0.872213614239901,123900,144759.843125532,16.8360315783149,,,,
74,HKG JFK,14.9,78700,125100,9200,176492,217332,8649,7144.1,351032,101,7,2017,1,26,226532,Long,0.814658777168893,0.879430406479668,124500,146418.555470319,17.6052654380069,,,,
75,HKG JFK,15.31666667,78900,128000,8100,176655,215761,8649,7178.6,350961,96,7,2017,1,26,223861,Long,0.796324317208416,0.855506837020372,127100,144844.730615756,13.9612357323018,,,,
76,HKG JFK,15.4,78900,129700,6100,176927,215695,8649,7216.8,350695,93,7,2017,1,26,221795,Long,0.796229810556416,0.850877471204355,128900,142753.341582905,10.7473557664123,,,,
77,HKG JFK,15.33333333,78900,126300,7800,176462,216426,7630,7124,349826,33,-2,2017,1,27,224226,Long,0.789408536282723,0.753893171690033,125600,123322.676221849,-1.81315587432367,,,,
78,HKG JFK,15.1,78500,126100,7200,177389,216136,7760,7171.1,348736,39,1,2017,1,27,223336,Long,0.806906689349292,0.778586058019992,125400,123236.162489229,-1.72554825420311,,,,
79,HKG JFK,14.96666667,78800,125400,11900,176499,214241,7760,7146.366667,350841,41,2,2017,1,27,226141,Long,0.811287329445611,0.785522236535644,124700,125528.484455344,0.664382081270309,,,,
80,HKG JFK,15,79000,122400,9200,177172,214212,7789,7084,345212,47,1,2017,1,28,223412,Long,0.802420061162079,0.786705693894824,121800,124142.071223201,1.92288277766881,,,,
81,HKG JFK,15.2,78900,124300,8900,176226,211475,7789,7150.6,344075,42,3,2017,1,28,220375,Long,0.799306566875905,0.776354303185682,123700,122018.535156654,-1.35930868500087,,,,
82,HKG JFK,14.98333333,79000,124400,9700,176629,216078,7789,7174.683333,349378,41,3,2017,1,28,225778,Long,0.813595954927034,0.787580783829653,123600,126012.33044373,1.95172365997534,,,,
83,HKG JFK,15.11666667,79000,125400,9100,176900,217530,8127,7250.233333,351130,58,1,2017,1,29,226630,Long,0.814911471228737,0.814509345450716,124500,134385.278110568,7.93998241812679,,,,
84,HKG JFK,14.96666667,78900,124800,9300,177470,215894,8127,7169.133333,349294,64,1,2017,1,29,225194,Long,0.813871902698014,0.822672579423348,124100,133014.295475723,7.18315509727892,,,,
85,HKG JFK,15.13333333,79000,124300,9400,175802,216102,8127,7128.2,349102,66,1,2017,1,29,225502,Long,0.80031279978066,0.813612309085268,123600,133583.797545747,8.07750610497333,,,,
86,HKG JFK,14.55,79000,119800,15200,176087,212514,8059,6865.9,346814,82,1,2017,1,30,227714,Long,0.801768454238784,0.839150796470623,119100,133855.370925851,12.389060391143,,,,
87,HKG JFK,14.16666667,78900,117500,10900,176972,215140,8059,6769.833333,342940,91,2,2017,1,30,226040,Long,0.811941586388872,0.861857229584097,116900,132085.425498106,12.9900988007749,,,,
88,HKG JFK,14.2,78600,118900,10300,176316,220124,8059,6766.8,348624,91,2,2017,1,30,230424,Long,0.809672670887712,0.859834090749828,118200,135875.881436474,14.9542144132607,,,,
89,HKG JFK,14.56666667,79200,119000,16800,177303,207758,8081,6901.1,342858,81,3,2017,1,31,224558,Long,0.804956891015175,0.840478818749902,118300,131244.938434634,10.9424669777123,,,,
90,HKG JFK,14.91666667,79100,121200,9600,176502,212430,8127,7067.916666,342530,71,3,2017,1,31,222030,Long,0.805070882884728,0.825430141141469,120500,130188.501840588,8.04025049011432,,,,
91,HKG JFK,14.96666667,79100,120600,8800,176226,210544,8063,7045.266666,339244,68,3,2017,2,1,219344,Long,0.799810007764915,0.816194045513776,119900,126929.660626412,5.8629363022616,,,,
92,HKG JFK,15.05,78100,123000,10200,177389,209674,8131,7182.85,342174,63,2,2017,2,1,219874,Long,0.810913968728093,0.818520026802278,122300,128348.441551498,4.94557771994948,,,,
93,HKG JFK,15.03333333,79000,124200,9800,176316,215915,8131,7183.9,349215,63,1,2017,2,1,225715,Long,0.811931658699664,0.819427477124548,123500,133412.466269521,8.02628847734514,,,,
94,HKG JFK,15.06666667,79300,121500,9800,176543,209274,8126,7131.6,339874,66,3,2017,2,2,219074,Long,0.804237427742378,0.81711180795834,120800,127650.289153687,5.67076916695906,,,,
95,HKG JFK,15.33333333,79100,125200,9100,176875,213314,8670,7198,347014,96,5,2017,2,2,222414,Long,0.79760845653115,0.856651873991165,124600,143602.672717493,15.2509411857887,,,,
96,HKG JFK,15.31666667,78500,124400,9600,176900,211186,8670,7214.916666,344486,95,5,2017,2,2,220786,Long,0.800352936269314,0.857584030173041,123700,141537.023946608,14.4195828185996,,,,
97,HKG JFK,15.21666667,79000,120600,9400,176927,205194,8154,7134.483333,334494,67,3,2017,2,3,214594,Long,0.79663151803362,0.811844828483771,119900,125320.180842592,4.52058452259512,,,,
98,HKG JFK,15.26666667,78900,125900,8300,177389,213818,8154,7161.666666,347418,65,2,2017,2,3,222118,Long,0.797047794361371,0.80918594804172,125300,131608.313385713,5.03456774597983,,,,
99,HKG JFK,15.31666667,78900,118200,9900,176629,199841,8154,7189.05,327241,63,3,2017,2,3,209741,Long,0.797483538951207,0.806544426993192,117500,121479.465904157,3.38677949289947,,,,
100,HKG JFK,15.08333333,78900,120100,10700,176087,203845,8678,7245.083334,333845,95,4,2017,2,4,214545,Long,0.816132252230833,0.871654076802634,119300,135921.489959772,13.9325146351821,,,,
101,HKG JFK,15.11666667,79100,124000,9300,176246,212063,8747,7205.1,344663,102,5,2017,2,4,221363,Long,0.809838576399335,0.876647378449294,123300,143274.189994341,16.1996674731067,,,,
102,HKG JFK,15.16666667,78800,122400,9600,176254,209151,8747,7215.166666,340351,101,5,2017,2,4,218751,Long,0.808296521611433,0.873757332147349,121600,140761.737655265,15.7580079401847,,,,
103,HKG JFK,15.33333333,79000,123200,10100,176954,208591,8254,7134.666667,341191,73,3,2017,2,5,218691,Long,0.790590506780403,0.815548393070712,122500,131943.641192864,7.70909485131757,,,,
104,HKG JFK,15.06666667,79100,121700,9300,176177,210216,8883,7075,340416,120,5,2017,2,5,219516,Long,0.797854590993768,0.893232117904742,120900,145615.950061744,20.4433002992091,,,,
105,HKG JFK,14.96666667,79000,113600,10700,176937,196297,8831,7064.933333,319897,118,6,2017,2,5,206997,Long,0.802042655218985,0.893936452428643,112900,132461.83268527,17.3266897123735,,,,
106,HKG JFK,15.1,78500,120100,9400,176580,205156,7766,7146.9,333856,41,2,2017,2,6,214556,Long,0.804183656358223,0.779188057549389,119300,116899.404410477,-2.01223435835997,,,,
107,HKG JFK,15.28333333,78700,122500,9600,175779,209950,8880,7244.683334,341450,107,4,2017,2,6,219550,Long,0.805407753859526,0.88027167846649,121900,144623.72971035,18.6412877033221,,,,
108,HKG JFK,15.45,78600,127900,8900,176411,215178,8880,7304.1,351278,102,4,2017,2,6,224078,Long,0.803253656364122,0.870775759415013,127200,149397.151824629,17.4505910570984,,,,
109,HKG JFK,15.38333333,78600,121800,11200,175802,207335,8841,7271.9,339635,102,5,2017,2,7,218535,Long,0.803178236318421,0.870708509125937,121100,142948.887355927,18.0420209380073,,,,
110,HKG JFK,15.48333333,78700,120000,10300,177084,199936,8841,7277.183334,328436,101,5,2017,2,7,210236,Long,0.798570636485418,0.865084988075474,118200,135781.84356452,14.874656145956,,,,
111,HKG JFK,15.4,78000,122000,8600,176499,203165,8184,7183,333065,65,5,2017,2,8,211765,Long,0.792500655307995,0.80513137060197,121300,124190.255692923,2.38273346489914,,,,
112,HKG JFK,15.11666667,78800,123500,10900,176864,211525,8184,7171.183333,345225,67,3,2017,2,8,222425,Long,0.806026412105104,0.82022203558123,122800,131636.273149139,7.19566217356562,,,,
113,HKG JFK,15.05,78500,123000,11500,176087,211386,8184,7175.65,345186,67,3,2017,2,8,222886,Long,0.810101118595507,0.823855355964806,122300,132020.532628675,7.94810517471418,,,,
114,HKG JFK,14.61666667,78400,121300,19900,177577,205697,7766,6962.083333,345897,55,3,2017,2,9,225597,Long,0.809292207382551,0.804953682986038,120300,125143.863549224,4.02648674083479,,,,
115,HKG JFK,14.63333333,79200,122300,12900,176502,215961,7766,6917.266667,350561,58,2,2017,2,9,228861,Long,0.803166780418981,0.804036879613387,121700,128064.991613956,5.23006706159066,,,,
116,HKG JFK,14.51666667,79000,112400,9200,177084,202865,8145,6896.566666,323765,86,4,2017,2,10,212065,Long,0.807198820076235,0.850053055152229,111700,122402.707982237,9.58165441561019,,,,
117,HKG JFK,14.71666667,79000,119200,9200,176927,211720,8145,6849.933333,339320,88,4,2017,2,10,220920,Long,0.790845004826125,0.838500805254702,118400,131502.83603932,11.0665844926691,,,,
118,HKG JFK,14.55,78800,113800,8200,176956,205697,8145,6835.5,327097,90,5,2017,2,10,213897,Long,0.798218481036602,0.848105625667356,113200,124419.600801191,9.91130812826062,,,,
119,HKG JFK,14.26666667,78900,115200,9400,177058,211753,8258,6774.266666,335753,104,6,2017,2,11,221153,Long,0.806778392979509,0.876948748834476,114600,132134.957462946,15.3010100025707,,,,
120,HKG JFK,14.33333333,78900,117100,9200,176412,210887,8258,6781.666667,336487,103,6,2017,2,11,220087,Long,0.803903136562195,0.872869917851483,116400,131380.59181637,12.8699242408673,,,,
121,HKG JFK,14.36666667,78800,114900,10000,176629,207866,8258,6792.6,331966,102,6,2017,2,11,217866,Long,0.803330968929833,0.870844697219875,114100,129521.424683149,13.5157096258972,,,,
122,HKG JFK,14.28333333,78800,116900,12300,176420,210879,8305,6848.1,339379,102,6,2017,2,12,223179,Long,0.814619883972646,0.880910758476094,116200,135272.024316561,16.4131018214808,,,,
123,HKG JFK,14.58333333,78800,119600,11900,176254,210915,8305,6890.416667,341815,97,6,2017,2,12,222815,Long,0.802792241374508,0.862789165726158,119000,134907.899013323,13.3679823641366,,,,
124,HKG JFK,14.73333333,79200,117000,7600,176015,207465,8305,6934.8,331265,93,6,2017,2,12,215065,Long,0.799737407331967,0.854005113131936,116200,128517.386688115,10.6001606610282,,,,
125,HKG JFK,14.58333333,78700,121100,14600,176816,206993,7760,6972.5,341893,54,2,2017,2,13,221593,Long,0.812355648961568,0.806170249974111,120300,121965.130041553,1.38414799796629,,,,
126,HKG JFK,14.83333333,78800,122100,9100,176584,215092,7776,6989.833334,345692,53,1,2017,2,13,224192,Long,0.800649706416012,0.794217302907842,121500,124657.111445805,2.59844563440708,,,,
127,HKG JFK,15.03333333,79100,123200,10200,176194,207493,8717,7168.566667,339993,103,9,2017,2,14,217693,Long,0.810198669841509,0.87848349749043,122300,139146.51174866,13.7747438664435,,,,
128,HKG JFK,15.06666667,78900,120200,10300,176226,202289,8717,7210.333333,332189,100,9,2017,2,14,212589,Long,0.813116261859321,0.876539949541331,119600,134748.73902403,12.6661697525331,,,,
129,HKG JFK,15.03333333,79200,122100,10000,177389,205324,8717,7243.733334,336724,98,9,2017,2,14,215324,Long,0.818694082685545,0.87848349749043,121400,137787.634807503,13.4988754592283,,,,
130,HKG JFK,15.11666667,79100,123000,11000,176316,205330,8733,7296.916666,338630,95,10,2017,2,15,216330,Long,0.820158582873287,0.875244261575132,122300,139266.739750374,13.8730496732408,,,,
131,HKG JFK,15.15,78800,125200,10600,176411,209767,8733,7278.6,344767,96,10,2017,2,15,220367,Long,0.816299827413934,0.873318531819245,124400,142533.065657895,14.5764193391442,,,,
132,HKG JFK,15.36666667,78700,123100,9800,176937,208822,7760,7237.533333,340822,34,2,2017,2,16,218622,Long,0.800249461494708,0.765074803051082,122200,120006.963689843,-1.79462873171591,,,,
133,HKG JFK,15.31666667,78900,127100,9700,176864,213344,8774,7288.283333,349344,97,10,2017,2,16,223044,Long,0.808491523283006,0.867871081976731,126300,145595.093164944,15.2771917378814,,,,
134,HKG JFK,15.21666667,78900,128800,8200,177389,215192,8774,7297.983333,351292,97,10,2017,2,16,223392,Long,0.814887815937403,0.873574506391539,127900,146278.041996604,14.3690711466805,,,,
135,HKG JFK,15.1,78800,121200,10200,176655,206369,7760,7201.3,336969,37,3,2017,2,17,216569,Long,0.810304854486907,0.778586058019992,120400,118094.339772399,-1.9150001890371,,,,
136,HKG JFK,15.01666667,78800,123600,10300,176954,210167,7760,7144.316667,343467,41,3,2017,2,17,220467,Long,0.808354089552477,0.782906735193709,123000,120964.182881922,-1.65513586835612,,,,
137,HKG JFK,15.03333333,78900,120000,10000,176900,205937,7760,7128.6,334937,42,4,2017,2,17,215937,Long,0.805681596646794,0.782038767985056,119000,117649.350113953,-1.13499990424094,,,,
138,HKG JFK,15.05,78900,120300,8100,177504,205681,8138,7084.5,333281,70,5,2017,2,18,213781,Long,0.799810661708677,0.819224692918083,119500,124040.26672768,3.79938638299555,,,,
139,HKG JFK,15,78900,120500,10000,177084,209772,8196,7101,339672,73,4,2017,2,18,219772,Long,0.804345688073394,0.827813566203875,119900,129723.488626799,8.19306807906521,,,,
140,HKG JFK,14.95,78500,119000,9200,176015,208353,8196,7119.6,336053,72,4,2017,2,18,217553,Long,0.809149716179313,0.830582173448704,118500,127762.221965401,7.81622106784894,,,,
141,HKG JFK,15.06666667,79000,123900,8700,177389,210113,8089,7215.133333,342013,58,3,2017,2,19,218813,Long,0.813657562516379,0.813391264407459,123200,126752.643707076,2.88363937262688,,,,
142,HKG JFK,15.15,79000,123800,9000,176502,212069,8034,7170.45,344169,57,3,2017,2,19,221069,Long,0.804170733036606,0.803417048509769,123100,127424.851359027,3.51328298864892,,,,
143,HKG JFK,15.01666667,79100,118600,9700,176254,203130,8034,7178.05,330730,57,3,2017,2,19,212830,Long,0.812170896559209,0.810550607029157,117900,120880.979512576,2.52839653314307,,,,
